projectIdentifier,programArea,programFy,disasterNumber,propertyPartOfProject,propertyAction,structureType,typeOfResidency,foundationType,county,city,state,stateNumberCode,region,zip,damageCategory,actualAmountPaid,numberOfProperties,id
DR-1442-0004-R,HMGP,2003,1442,1,Acquisition/Demolition,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Jefferson,BROOKSIDE,Alabama,1,4,35036,100%,272000.00,1,c00bbff7-8db1-4d2c-adef-d3b9043e525f
DR-1443-0006-R,HMGP,2003,1443,1,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Jackson,HURLEY,Georgia,13,4,39581,0 - 49%,40000.00,1,1d290fef-180f-4569-abac-55e660006b39
DR-1443-0005-R,HMGP,2003,1443,1,Acquisition of Vacant Land,Non-residential - Public,,Crawl Space,Lauderdale,MERIDIAN,Mississippi,28,4,39307,50 - 99%,92000.00,1,76153fd1-37a4-4912-8a89-bcb83c3fa6db
DR-1443-0002-R,HMGP,2003,1443,1,Acquisition of Vacant Land,Vacant Land,Other (Specify in Comments),Vacant Land,Pearl River,PICAYUNE,Mississippi,28,4,39466,N/A,84704.00,1,88be2d2f-eb05-4097-a57d-d827ae6ed61d
DR-1443-0005-R,HMGP,2003,1443,1,Acquisition/Demolition,Single Family,Other (Specify in Comments),Slab on Grade,Lauderdale,MERIDIAN,Mississippi,28,4,30392,50 - 99%,63000.00,1,75e207c0-e7e2-439e-bc05-b7ff817b14bd
DR-1443-0003-R,HMGP,2003,1443,1,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Basement,Rankin,BRANDON,Mississippi,28,4,39042,0 - 49%,21058.00,1,d1455b2a-6eb3-4193-af4e-1b7a49bf162d
DR-1443-0006-R,HMGP,2003,1443,1,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,"Elevated on Piers, Piles, Posts or Columns",Jackson,MOSS POINT,Mississippi,28,4,39562,0 - 49%,40000.00,1,19781746-26cf-410e-855b-eed839f79ad6
DR-1443-0006-R,HMGP,2003,1443,1,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Jackson,BILOXI,Mississippi,28,4,39532,0 - 49%,75000.00,1,cdb59e43-8ab0-48e6-bc4c-235a906a3c47
DR-1443-0006-R,HMGP,2003,1443,1,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Jackson,BILOXI,Mississippi,28,4,39532,0 - 49%,80000.00,1,893dd268-865f-45e9-8813-3848f8636589
DR-1443-0006-R,HMGP,2003,1443,1,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Jackson,MOSS POINT,Mississippi,28,4,39562,0 - 49%,55000.00,1,578781e1-c0e4-430a-b5d5-473f6e7991f8
DR-1443-0006-R,HMGP,2003,1443,1,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Jackson,MOSS POINT,Mississippi,28,4,39562,0 - 49%,79000.00,1,adb36f9f-5a96-40eb-a2d6-8f8a05fec039
DR-1443-0006-R,HMGP,2003,1443,1,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Jackson,PASCAGOULA,Mississippi,28,4,39567,0 - 49%,79000.00,1,4f1971b6-f368-4987-9e02-117dc421cbc0
DR-1443-0003-R,HMGP,2003,1443,1,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Rankin,BRANDON,Mississippi,28,4,39042,50 - 99%,1269.00,1,2a9b8a6c-8b2d-4c96-a2c5-05f465b543b1
DR-1443-0003-R,HMGP,2003,1443,1,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Rankin,BRANDON,Mississippi,28,4,39042,50 - 99%,26064.00,1,6eb6188c-3086-4ae3-87de-3a2680b4b024
DR-1443-0003-R,HMGP,2003,1443,1,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Rankin,BRANDON,Mississippi,28,4,39042,50 - 99%,86828.00,1,f5005d33-4432-48be-ad80-0084c1ae1a24
DR-1443-0005-R,HMGP,2003,1443,1,Acquisition/Demolition,Single Family,,Crawl Space,Lauderdale,MERIDIAN,Mississippi,28,4,39307,50 - 99%,12000.00,1,49d95dc7-0741-44dc-906f-88c0048717fd
DR-1443-0005-R,HMGP,2003,1443,1,Acquisition/Demolition,Single Family,,Crawl Space,Lauderdale,MERIDIAN,Mississippi,28,4,39307,50 - 99%,21500.00,1,0cc88b2b-508b-4f3d-be41-25b561711efa
DR-1443-0005-R,HMGP,2003,1443,1,Acquisition/Demolition,Single Family,,Slab on Grade,Lauderdale,MERIDIAN,Mississippi,28,4,39307,0 - 49%,75000.00,1,079fd6b9-692c-43e3-b8bd-c90bfad31937
DR-1443-0005-R,HMGP,2003,1443,1,Acquisition/Demolition,Single Family,,Slab on Grade,Lauderdale,MERIDIAN,Mississippi,28,4,39307,0 - 49%,140000.00,1,b49461aa-c007-409f-add0-dd2d28579197
DR-1443-0005-R,HMGP,2003,1443,1,Acquisition/Demolition,Single Family,,Slab on Grade,Lauderdale,MERIDIAN,Mississippi,28,4,39307,50 - 99%,27000.00,1,f72a8a6b-1daa-4c4f-b93f-1c7a65795a4c
DR-1443-0005-R,HMGP,2003,1443,1,Acquisition/Demolition,Single Family,,Slab on Grade,Lauderdale,MERIDIAN,Mississippi,28,4,39307,50 - 99%,49000.00,1,44c72eef-b9aa-4cfd-a6cb-45b931d54a46
DR-1443-0005-R,HMGP,2003,1443,1,Acquisition/Demolition,Single Family,,Slab on Grade,Lauderdale,MERIDIAN,Mississippi,28,4,39307,50 - 99%,57500.00,1,fd2abd27-c8cb-49ca-be3d-63ae04ec8026
DR-1443-0005-R,HMGP,2003,1443,1,Acquisition/Demolition,Single Family,,Slab on Grade,Lauderdale,MERIDIAN,Mississippi,28,4,39307,50 - 99%,92000.00,1,b3f0a5e6-9a7a-42a5-bffb-c2bb669a8cc3
DR-1443-0005-R,HMGP,2003,1443,1,Acquisition/Demolition,Single Family,,Slab on Grade,Lauderdale,MERIDIAN,Mississippi,28,4,39307,50 - 99%,175000.00,1,0df610d2-098d-4d0c-ae44-1736eac99764
DR-1443-0005-R,HMGP,2003,1443,1,Acquisition/Demolition,Single Family,,Slab on Grade,Lauderdale,MERIDIAN ,Mississippi,28,4,39307,0 - 49%,130236.00,1,b9146135-ac42-4711-914d-06432c9883a5
DR-1444-0002-R,HMGP,2003,1444,1,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Crawl Space,Logan,RUSSELLS POINT,Ohio,39,5,43348,50 - 99%,19852.00,1,91821b63-6502-4555-a555-95a98baf9b63
DR-1445-0001-R,HMGP,2003,1445,1,,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Kenai Peninsula,SEWARD,Alaska,2,10,99664,50 - 99%,,1,4b857c0b-494c-4b77-9058-d01dc43aa181
DR-1446-0015-R,HMGP,2003,1446,1,Acquisition/Demolition,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,"HAGATNA,",Guam,66,9,96932,N/A,,1,3e9aaa92-93fa-4b62-9fe2-c37798393b74
DR-1446-0037-R,HMGP,2003,1446,1,Floodproofed,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,AGAT,Guam,66,9,96915,N/A,,1,e5379548-fef9-4731-aa6b-dfadb5bb2a7c
DR-1446-0006-R,HMGP,2003,1446,1,Other (Specify in Comments),Other (Specify in Comments),Other (Specify in Comments),Other (Specify in Comments),Guam,PITI,Guam,66,9,96925,0 - 49%,,1,315e4d32-9de6-4573-bd93-11e351fe615b
DR-1446-0013-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Private,Other (Specify in Comments),Slab on Grade,Guam,CHALAN PAGO,Guam,66,9,96910,N/A,,1,596b2c84-0514-44fc-b1c3-c6e921675b87
DR-1446-0013-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Private,Other (Specify in Comments),Slab on Grade,Guam,TOTO,Guam,66,9,96910,N/A,,1,2a238564-5126-4c61-9c5a-9bcde1889510
DR-1446-0036-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Not Applicable,Slab on Grade,Guam,MERIZO,Guam,66,9,96915,N/A,,1,d5564607-d36d-46b1-af16-038e6149b6b1
DR-1446-0005-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Not Applicable,Slab on Grade,Guam,ORDOT,Guam,66,9,96910,N/A,,1,351eab1d-a4b7-46dd-95f4-e93c04735202
DR-1446-0036-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Not Applicable,Slab on Grade,Guam,SANTA RITA,Guam,66,9,96915,N/A,,1,caf66201-21e7-4611-8e1e-40d426f5f3e5
DR-1446-0025-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Not Applicable,Slab on Grade,Guam,TAMUNINIG,Guam,66,9,96931,50 - 99%,,1,8704dec6-7da3-4a9d-81c5-d74be7d25619
DR-1446-0013-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Other (Specify in Comments),Guam,SANTA RITA,Guam,66,9,96915,N/A,,1,e01032e9-5e56-4b4c-879b-e502b081a21d
DR-1446-0005-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,AGANA HEIGHTS,Guam,66,9,96910,N/A,,1,6609457a-48a7-47f2-bd63-01ba6baee102
DR-1446-0013-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,AGANA HEIGHTS ,Guam,66,9,96910,N/A,,1,e9fa98d1-e111-412e-84cb-4a2f239f8939
DR-1446-0005-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,AGAT,Guam,66,9,96915,N/A,,1,826b4497-2922-418d-b6ea-a3f1d566ad79
DR-1446-0005-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,AGAT ,Guam,66,9,96915,N/A,,1,1e98ce42-512f-49d2-b64c-667157d5767f
DR-1446-0005-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,BARRIGADA,Guam,66,9,96913,N/A,,3,5a74636b-7714-4293-875d-65fe229ce121
DR-1446-0012-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,BARRIGADA,Guam,66,9,96913,N/A,,1,8e3d1f06-c348-4193-8a36-464229d7f30e
DR-1446-0013-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,BARRIGADA,Guam,66,9,96913,N/A,,1,be4c322a-0ce3-49b9-ad08-90ead17bd500
DR-1446-0005-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,DEDEDO,Guam,66,9,96929,N/A,,5,3e632a4e-ba98-41a7-909a-203533ec1c80
DR-1446-0012-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,DEDEDO,Guam,66,9,96929,N/A,,3,1b61d321-a00d-4c3d-97fd-e84f70e51238
DR-1446-0014-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,DEDEDO,Guam,66,9,96929,N/A,,1,27b94247-877e-4c38-a75e-909995ba7bf8
DR-1446-0005-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,DEDEDO ,Guam,66,9,96929,N/A,,1,56105ee4-95ee-4166-b0ef-36560f05e86b
DR-1446-0012-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,DEDEDO ,Guam,66,9,96929,N/A,,1,1224d2e8-d927-46a8-a23b-bef5fe0c9c8c
DR-1446-0013-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,HAGATNA,Guam,66,9,96910,N/A,,1,e5dd03de-47a5-4965-bd28-f9461bacf7d6
DR-1446-0022-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,HAGATNA,Guam,66,9,96932,50 - 99%,,1,e1f4a81b-3141-4a49-b1ab-0f75f65c7373
DR-1446-0005-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,INARAJAN,Guam,66,9,96915,N/A,,1,9c526bb6-a35b-4850-9d18-9106d9ea8e28
DR-1446-0012-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,INARAJAN,Guam,66,9,96915,N/A,,1,6470554e-a9a3-4f53-b7e4-65cb92b2975a
DR-1446-0014-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,INARAJAN,Guam,66,9,96917,N/A,,1,ca94fce5-27b5-4390-a348-6b669697260a
DR-1446-0005-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,INARAJAN ,Guam,66,9,96915,N/A,,1,7e8f9fa2-dd35-444f-9881-35f736910d6e
DR-1446-0005-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,MANGILAO,Guam,66,9,93913,N/A,,1,50dc7bcc-4974-4742-a601-a4d8806f8ad4
DR-1446-0035-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,MANGILAO,Guam,66,9,96913,0 - 49%,,1,43877356-2094-497c-bfbe-d9d51fd72c55
DR-1446-0022-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,MANGILAO,Guam,66,9,96913,50 - 99%,,1,d961d586-e8d0-42fa-b73d-9d77477e0817
DR-1446-0005-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,MANGILAO,Guam,66,9,96913,N/A,,1,9f88b808-ea49-4c2f-8cdf-21909ad61882
DR-1446-0012-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,MANGILAO,Guam,66,9,96913,N/A,,1,d046aac5-7d8c-493f-99cb-810062918bd2
DR-1446-0013-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,MANGILAO,Guam,66,9,96913,N/A,,1,610274f2-3180-4e77-a123-bb5e230626ec
DR-1446-0014-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,MANGILO,Guam,66,9,96913,N/A,,1,97b67ce5-d84e-4afb-bf8f-8eb299633146
DR-1446-0005-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,MERIZO,Guam,66,9,96915,N/A,,1,6bf103ce-8b18-40ce-852d-5a27f5ef6a46
DR-1446-0012-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,MERIZO,Guam,66,9,96915,N/A,,1,5111ce4e-7e89-4812-b236-8dc315ef531e
DR-1446-0005-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,ORDOT,Guam,66,9,96910,N/A,,1,0873936e-9781-4fb1-b253-b746addff4a2
DR-1446-0012-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,ORDOT,Guam,66,9,96910,N/A,,1,6154b4cc-46ff-4aa6-b009-d05424b2bb74
DR-1446-0013-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,ORDOT,Guam,66,9,96910,N/A,,1,8c152016-64e2-441b-941a-9ddd7a3ae450
DR-1446-0005-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,PITI,Guam,66,9,96915,N/A,,1,1fa7c92b-b6ee-4453-b947-0d4d381cda23
DR-1446-0013-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,PITI,Guam,66,9,96915,N/A,,1,c25ec746-fff2-49bd-9995-628e6b30fe68
DR-1446-0005-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,SANTA RITA,Guam,66,9,96915,N/A,,3,70e52e51-5dab-4f0b-9775-c18b5718384e
DR-1446-0012-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,SANTA RITA,Guam,66,9,96915,N/A,,1,59940c2e-d0c4-4bcf-8141-03f7d974d775
DR-1446-0005-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,SINAJANA,Guam,66,9,96910,N/A,,1,e84f00f5-7ea0-4a45-ac3c-9f73d0198a08
DR-1446-0013-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,SINAJANA,Guam,66,9,96910,N/A,,1,9da6904f-18f0-48ad-8d7c-b2ffa1550125
DR-1446-0005-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,TALOFOFO,Guam,66,9,96915,N/A,,1,e5afcd27-6701-4659-a824-edc72b3c4d3b
DR-1446-0012-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,TALOFOFO,Guam,66,9,96915,N/A,,1,369e4b0a-0ad2-4eff-b3d7-6777d44c3e8e
DR-1446-0013-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,TALOFOFO,Guam,66,9,96915,N/A,,1,4e6c54f3-8f73-436c-8859-c70489c4f5c9
DR-1446-0002-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,TAMUNING,Guam,66,9,96911,N/A,,1,39fee26d-ade0-452e-a9d9-14127db58d67
DR-1446-0007-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,TAMUNING,Guam,66,9,96911,N/A,,1,16956d33-505f-4c81-8803-6c840fb5d9af
DR-1446-0020-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,TAMUNING,Guam,66,9,96911,N/A,,1,80404d96-9396-41f8-9723-a708ab2c1acd
DR-1446-0005-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,TAMUNING,Guam,66,9,96913,N/A,,3,26846141-9a8e-466e-afcb-c708cbef5615
DR-1446-0013-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,TAMUNING,Guam,66,9,96913,N/A,,1,c148058b-a402-4540-aad3-4f6a36f6dd4d
DR-1446-0027-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,TAMUNING,Guam,66,9,96931,N/A,,1,79832ae5-25e3-4a12-bc25-842577326d12
DR-1446-0005-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,TOTO,Guam,66,9,96910,N/A,,1,aac7b5f7-436d-41a6-8d8a-d08ce6451a82
DR-1446-0013-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,UMATAC,Guam,66,9,96915,N/A,,1,f2a7a8fa-6ad2-489d-a4bb-4495cab0751e
DR-1446-0005-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,UMATAC,Guam,66,9,96916,N/A,,1,cd766434-fce1-4c37-bdb1-57b9fe3c753e
DR-1446-0012-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,UMATAC,Guam,66,9,96916,N/A,,1,0e1ca86f-40a9-4755-865b-560beb364014
DR-1446-0005-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,YIGO,Guam,66,9,96929,N/A,,5,cd7a50a5-b28e-408f-adcb-d29bd7d77350
DR-1446-0012-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,YIGO,Guam,66,9,96929,N/A,,3,6fd09ac9-2bec-4432-9e55-9e28c2eef5db
DR-1446-0013-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,YIGO,Guam,66,9,96929,N/A,,1,4d27017e-da52-486e-96c2-3f2cdcb99cd0
DR-1446-0005-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,YONA,Guam,66,9,96915,N/A,,1,f66e965c-f1d8-499f-bfbc-fff1ef658ca4
DR-1446-0012-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,YONA,Guam,66,9,96915,N/A,,1,23ce1b68-794c-4576-82ce-e2efee0cb30c
DR-1446-0013-R,HMGP,2003,1446,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Guam,YONA,Guam,66,9,96915,N/A,,1,8354e90d-8f32-4367-bbcf-4cd68bd0bad5
DR-1446-0017-R,HMGP,2003,1446,1,Wind Retrofit,Other (Specify in Comments),Other (Specify in Comments),Slab on Grade,Guam,AGANA HEIGHTS,Guam,66,9,96910,50 - 99%,,1,27ec5e1a-57e4-4738-a376-736c371a71e4
DR-1447-0013-R,HMGP,2003,1447,1,Other (Specify in Comments),Non-residential - Public,,Slab on Grade,Saipan,SAIPAN,Northern Mariana Islands,69,9,96950,N/A,,1,069a85e7-075b-4e11-aa1a-cb57df3cb58d
DR-1447-0008-R,HMGP,2003,1447,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Rota,ROTA,Northern Mariana Islands,69,9,96951,N/A,,1,07008781-cd81-4daf-89dd-d0e6bed7a555
DR-1447-0006-R,HMGP,2003,1447,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Rota,SAIPAN,Northern Mariana Islands,69,9,96950,N/A,,1,4b19e17e-b526-48bc-8a5b-a1c95e80e6ed
DR-1447-0010-R,HMGP,2003,1447,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Rota,SAIPAN,Northern Mariana Islands,69,9,96950,N/A,,1,cadd1d54-c466-46aa-aebb-f46ccaddb5a6
DR-1447-0001-R,HMGP,2003,1447,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Saipan,CAPITAL HILL,Northern Mariana Islands,69,9,96950,50 - 99%,,1,5903e434-a167-4dd7-b901-7270b57c39e7
DR-1447-0003-R,HMGP,2003,1447,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Saipan,CAPITAL HILL,Northern Mariana Islands,69,9,96950,50 - 99%,,1,c239a04a-24ad-46fb-b305-361bc064da19
DR-1447-0007-R,HMGP,2003,1447,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Saipan,CAPITAL HILL,Northern Mariana Islands,69,9,96950,N/A,,1,c0a4b606-23c7-479f-950b-b3222d996e8d
DR-1447-0004-R,HMGP,2003,1447,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Saipan,SAIPAN,Northern Mariana Islands,69,9,96950,50 - 99%,,1,d05fbd21-5cf8-4095-88ae-72a8c9f85b2e
DR-1447-0005-R,HMGP,2003,1447,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Saipan,SAIPAN,Northern Mariana Islands,69,9,96950,N/A,,1,b5328e91-6f69-4e8e-b9ad-64f5f77d71d1
DR-1447-0008-R,HMGP,2003,1447,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Saipan,SAIPAN,Northern Mariana Islands,69,9,96950,N/A,,9,c4677326-9dcb-447d-b52f-b3b2a3daf1f6
DR-1447-0009-R,HMGP,2003,1447,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Saipan,SAIPAN,Northern Mariana Islands,69,9,96950,N/A,,1,ad6cbfa1-d567-4337-9718-65dfb1adb74a
DR-1447-0011-R,HMGP,2003,1447,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Saipan,SAIPAN,Northern Mariana Islands,69,9,96950,N/A,,1,f32f9840-bfd6-460e-b32e-335ec74a87d2
DR-1447-0012-R,HMGP,2003,1447,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Saipan,SAIPAN,Northern Mariana Islands,69,9,96950,N/A,,1,7e072aa7-c724-41b0-b124-6a6be7f6be4c
DR-1447-0008-R,HMGP,2003,1447,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Tinian,TINIAN,Northern Mariana Islands,69,9,96952,N/A,,2,cbc0820a-6141-487e-973a-a7a5ad200b83
DR-1448-0088-R,HMGP,2003,1448,1,Acquisition/Demolition,Manufactured Home,Owner Occupied - Principal Residence,"Elevated on Piers, Piles, Posts or Columns",Hyde,ENGLEHARD,North Carolina,37,4,27824,50 - 99%,531750.00,1,fc57fbe4-399a-455d-bb2e-d0bf7bad9dbe
DR-1448-0088-R,HMGP,2003,1448,1,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Crawl Space,Hyde,SWAN QUARTER,North Carolina,37,4,27885,50 - 99%,74656.00,1,6720f457-bb0a-48c5-ad7a-d0d7f5807d9f
DR-1448-0088-R,HMGP,2003,1448,1,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Crawl Space,Hyde,SWAN QUARTER ,North Carolina,37,4,27885,50 - 99%,37093.00,1,1acc8b2b-db5a-4d28-853d-03ea8d9443ae
DR-1448-0082-R,HMGP,2003,1448,1,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Crawl Space,Mecklenburg,CHARLOTTE,North Carolina,37,4,28202,0 - 49%,305000.00,1,b899a660-c78a-4290-baa7-e86ad713e185
DR-1448-0077-R,HMGP,2003,1448,1,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Crawl Space,Pamlico,HOBUCKEN,North Carolina,37,4,28537,50 - 99%,46800.00,1,e723604c-6a53-4775-a9a6-679cfeff3f54
DR-1448-0077-R,HMGP,2003,1448,1,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Crawl Space,Pamlico,LOWLAND,North Carolina,37,4,28552,50 - 99%,43643.00,1,9fcb4985-9e2c-482f-a74c-cbf1fe8eb63f
DR-1448-0085-R,HMGP,2003,1448,1,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,"Elevated on Piers, Piles, Posts or Columns",Chowan,EDENTON,North Carolina,37,4,27932,0 - 49%,215528.00,1,2c966766-b356-4308-a922-1c10fcc1f106
