state,county,damageCategory,structureType,typeOfResidency,foundationType,actualAmountPaid,numberOfProperties,propertyAction,propertyPartOfProject,programFy,date_approved_proxy,totalMitigationCost
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6095.0,1,Wind Retrofit,1.0,2006,2006-09-30,6095.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6100.0,1,Wind Retrofit,1.0,2006,2006-09-30,6100.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6106.0,1,Wind Retrofit,1.0,2006,2006-09-30,6106.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6130.0,1,Wind Retrofit,1.0,2006,2006-09-30,6130.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6205.0,1,Wind Retrofit,1.0,2006,2006-09-30,6205.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6235.0,1,Wind Retrofit,1.0,2006,2006-09-30,6235.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6250.0,1,Wind Retrofit,1.0,2006,2006-09-30,6250.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6293.0,1,Wind Retrofit,1.0,2006,2006-09-30,6293.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6327.0,1,Wind Retrofit,1.0,2006,2006-09-30,6327.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6381.0,1,Wind Retrofit,1.0,2006,2006-09-30,6381.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6384.0,1,Wind Retrofit,1.0,2006,2006-09-30,6384.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6420.0,1,Wind Retrofit,1.0,2006,2006-09-30,6420.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6433.0,1,Wind Retrofit,1.0,2006,2006-09-30,6433.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6453.0,1,Wind Retrofit,1.0,2006,2006-09-30,6453.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6542.0,1,Wind Retrofit,1.0,2006,2006-09-30,6542.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6684.0,1,Wind Retrofit,1.0,2006,2006-09-30,6684.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6785.0,1,Wind Retrofit,1.0,2006,2006-09-30,6785.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6820.0,1,Wind Retrofit,1.0,2006,2006-09-30,6820.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6821.0,1,Wind Retrofit,1.0,2006,2006-09-30,6821.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6827.0,1,Wind Retrofit,1.0,2006,2006-09-30,6827.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6836.0,1,Wind Retrofit,1.0,2006,2006-09-30,6836.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6845.0,1,Wind Retrofit,1.0,2006,2006-09-30,6845.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),7025.0,1,Wind Retrofit,1.0,2006,2006-09-30,7025.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),7112.0,1,Wind Retrofit,1.0,2006,2006-09-30,7112.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),7285.0,1,Wind Retrofit,1.0,2006,2006-09-30,7285.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),7373.0,1,Wind Retrofit,1.0,2006,2006-09-30,7373.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),7412.0,1,Wind Retrofit,1.0,2006,2006-09-30,7412.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),7417.0,1,Wind Retrofit,1.0,2006,2006-09-30,7417.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),7475.0,1,Wind Retrofit,1.0,2006,2006-09-30,7475.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),7545.0,1,Wind Retrofit,1.0,2006,2006-09-30,7545.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),7586.0,1,Wind Retrofit,1.0,2006,2006-09-30,7586.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),7639.0,1,Wind Retrofit,1.0,2006,2006-09-30,7639.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),7645.0,1,Wind Retrofit,1.0,2006,2006-09-30,7645.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),7651.0,1,Wind Retrofit,1.0,2006,2006-09-30,7651.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),7654.0,1,Wind Retrofit,1.0,2006,2006-09-30,7654.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),7661.0,1,Wind Retrofit,1.0,2006,2006-09-30,7661.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),7717.0,1,Wind Retrofit,1.0,2006,2006-09-30,7717.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),7721.0,1,Wind Retrofit,1.0,2006,2006-09-30,7721.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),7769.0,1,Wind Retrofit,1.0,2006,2006-09-30,7769.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),7835.0,1,Wind Retrofit,1.0,2006,2006-09-30,7835.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),7854.0,1,Wind Retrofit,1.0,2006,2006-09-30,7854.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),7863.0,1,Wind Retrofit,1.0,2006,2006-09-30,7863.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),7923.0,1,Wind Retrofit,1.0,2006,2006-09-30,7923.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),7938.0,1,Wind Retrofit,1.0,2006,2006-09-30,7938.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),7954.0,1,Wind Retrofit,1.0,2006,2006-09-30,7954.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),8007.0,1,Wind Retrofit,1.0,2006,2006-09-30,8007.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),8065.0,1,Wind Retrofit,1.0,2006,2006-09-30,8065.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),8130.0,2,Wind Retrofit,1.0,2006,2006-09-30,16260.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),8185.0,1,Wind Retrofit,1.0,2006,2006-09-30,8185.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),8269.0,1,Wind Retrofit,1.0,2006,2006-09-30,8269.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),8362.0,1,Wind Retrofit,1.0,2006,2006-09-30,8362.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),8372.0,1,Wind Retrofit,1.0,2006,2006-09-30,8372.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),8382.0,1,Wind Retrofit,1.0,2006,2006-09-30,8382.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),8422.0,1,Wind Retrofit,1.0,2006,2006-09-30,8422.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),8787.0,1,Wind Retrofit,1.0,2006,2006-09-30,8787.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),8891.0,1,Wind Retrofit,1.0,2006,2006-09-30,8891.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),8962.0,1,Wind Retrofit,1.0,2006,2006-09-30,8962.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),9003.0,1,Wind Retrofit,1.0,2006,2006-09-30,9003.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),9009.0,1,Wind Retrofit,1.0,2006,2006-09-30,9009.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),9047.0,1,Wind Retrofit,1.0,2006,2006-09-30,9047.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),9119.0,1,Wind Retrofit,1.0,2006,2006-09-30,9119.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),9216.0,1,Wind Retrofit,1.0,2006,2006-09-30,9216.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),9281.0,1,Wind Retrofit,1.0,2006,2006-09-30,9281.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),9310.0,1,Wind Retrofit,1.0,2006,2006-09-30,9310.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),9402.0,1,Wind Retrofit,1.0,2006,2006-09-30,9402.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),9423.0,1,Wind Retrofit,1.0,2006,2006-09-30,9423.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),9455.0,1,Wind Retrofit,1.0,2006,2006-09-30,9455.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),9468.0,1,Wind Retrofit,1.0,2006,2006-09-30,9468.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),9544.0,1,Wind Retrofit,1.0,2006,2006-09-30,9544.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),9549.0,1,Wind Retrofit,1.0,2006,2006-09-30,9549.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),9621.0,1,Wind Retrofit,1.0,2006,2006-09-30,9621.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),9655.0,1,Wind Retrofit,1.0,2006,2006-09-30,9655.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),9674.0,1,Wind Retrofit,1.0,2006,2006-09-30,9674.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),9677.0,1,Wind Retrofit,1.0,2006,2006-09-30,9677.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),9681.0,1,Wind Retrofit,1.0,2006,2006-09-30,9681.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),9738.0,1,Wind Retrofit,1.0,2006,2006-09-30,9738.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),9759.0,1,Wind Retrofit,1.0,2006,2006-09-30,9759.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),9793.0,1,Wind Retrofit,1.0,2006,2006-09-30,9793.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),10018.0,1,Wind Retrofit,1.0,2006,2006-09-30,10018.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),10341.0,1,Wind Retrofit,1.0,2006,2006-09-30,10341.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),10401.0,1,Wind Retrofit,1.0,2006,2006-09-30,10401.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),10414.0,1,Wind Retrofit,1.0,2006,2006-09-30,10414.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),10490.0,1,Wind Retrofit,1.0,2006,2006-09-30,10490.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),10664.0,1,Wind Retrofit,1.0,2006,2006-09-30,10664.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),11035.0,1,Wind Retrofit,1.0,2006,2006-09-30,11035.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),11063.0,1,Wind Retrofit,1.0,2006,2006-09-30,11063.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),11110.0,1,Wind Retrofit,1.0,2006,2006-09-30,11110.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),11250.0,1,Wind Retrofit,1.0,2006,2006-09-30,11250.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),11251.0,1,Wind Retrofit,1.0,2006,2006-09-30,11251.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),11350.0,1,Wind Retrofit,1.0,2006,2006-09-30,11350.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),11641.0,1,Wind Retrofit,1.0,2006,2006-09-30,11641.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),11767.0,1,Wind Retrofit,1.0,2006,2006-09-30,11767.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),11811.0,1,Wind Retrofit,1.0,2006,2006-09-30,11811.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),11892.0,1,Wind Retrofit,1.0,2006,2006-09-30,11892.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),12088.0,1,Wind Retrofit,1.0,2006,2006-09-30,12088.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),12164.0,1,Wind Retrofit,1.0,2006,2006-09-30,12164.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),12448.0,1,Wind Retrofit,1.0,2006,2006-09-30,12448.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),12494.0,1,Wind Retrofit,1.0,2006,2006-09-30,12494.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),12558.0,1,Wind Retrofit,1.0,2006,2006-09-30,12558.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),12620.0,1,Wind Retrofit,1.0,2006,2006-09-30,12620.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),12832.0,1,Wind Retrofit,1.0,2006,2006-09-30,12832.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),13284.0,1,Wind Retrofit,1.0,2006,2006-09-30,13284.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),13448.0,1,Wind Retrofit,1.0,2006,2006-09-30,13448.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),13659.0,1,Wind Retrofit,1.0,2006,2006-09-30,13659.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),13906.0,1,Wind Retrofit,1.0,2006,2006-09-30,13906.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),14105.0,1,Wind Retrofit,1.0,2006,2006-09-30,14105.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),14145.0,1,Wind Retrofit,1.0,2006,2006-09-30,14145.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),14660.0,1,Wind Retrofit,1.0,2006,2006-09-30,14660.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),14675.0,1,Wind Retrofit,1.0,2006,2006-09-30,14675.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),15032.0,1,Wind Retrofit,1.0,2006,2006-09-30,15032.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),15345.0,1,Wind Retrofit,1.0,2006,2006-09-30,15345.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),15484.0,1,Wind Retrofit,1.0,2006,2006-09-30,15484.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),15916.0,1,Wind Retrofit,1.0,2006,2006-09-30,15916.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),16074.0,1,Wind Retrofit,1.0,2006,2006-09-30,16074.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),17311.0,1,Wind Retrofit,1.0,2006,2006-09-30,17311.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),17784.0,1,Wind Retrofit,1.0,2006,2006-09-30,17784.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),18209.0,1,Wind Retrofit,1.0,2006,2006-09-30,18209.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),18236.0,1,Wind Retrofit,1.0,2006,2006-09-30,18236.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),28368.0,1,Wind Retrofit,1.0,2006,2006-09-30,28368.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6220.0,1,Wind Retrofit,1.0,2006,2006-09-30,6220.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),12127.0,1,Wind Retrofit,1.0,2006,2006-09-30,12127.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),10506.0,1,Wind Retrofit,1.0,2006,2006-09-30,10506.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),8321.0,1,Wind Retrofit,1.0,2006,2006-09-30,8321.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),8791.0,1,Wind Retrofit,1.0,2006,2006-09-30,8791.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),3483.0,1,Wind Retrofit,1.0,2006,2006-09-30,3483.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4446.0,1,Wind Retrofit,1.0,2006,2006-09-30,4446.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6252.0,1,Wind Retrofit,1.0,2006,2006-09-30,6252.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6297.0,1,Wind Retrofit,1.0,2006,2006-09-30,6297.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6487.0,1,Wind Retrofit,1.0,2006,2006-09-30,6487.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6501.0,1,Wind Retrofit,1.0,2006,2006-09-30,6501.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),7085.0,1,Wind Retrofit,1.0,2006,2006-09-30,7085.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),7473.0,1,Wind Retrofit,1.0,2006,2006-09-30,7473.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),8436.0,1,Wind Retrofit,1.0,2006,2006-09-30,8436.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),8601.0,1,Wind Retrofit,1.0,2006,2006-09-30,8601.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),9050.0,1,Wind Retrofit,1.0,2006,2006-09-30,9050.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),10592.0,1,Wind Retrofit,1.0,2006,2006-09-30,10592.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),10742.0,1,Wind Retrofit,1.0,2006,2006-09-30,10742.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),10934.0,1,Wind Retrofit,1.0,2006,2006-09-30,10934.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),11819.0,1,Wind Retrofit,1.0,2006,2006-09-30,11819.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),12349.0,1,Wind Retrofit,1.0,2006,2006-09-30,12349.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),12816.0,1,Wind Retrofit,1.0,2006,2006-09-30,12816.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),16149.0,1,Wind Retrofit,1.0,2006,2006-09-30,16149.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),2484.0,1,Wind Retrofit,1.0,2006,2006-09-30,2484.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),3080.0,1,Wind Retrofit,1.0,2006,2006-09-30,3080.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),3184.0,1,Wind Retrofit,1.0,2006,2006-09-30,3184.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),3213.0,1,Wind Retrofit,1.0,2006,2006-09-30,3213.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),3423.0,1,Wind Retrofit,1.0,2006,2006-09-30,3423.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),3964.0,1,Wind Retrofit,1.0,2006,2006-09-30,3964.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4126.0,1,Wind Retrofit,1.0,2006,2006-09-30,4126.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4875.0,1,Wind Retrofit,1.0,2006,2006-09-30,4875.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5229.0,1,Wind Retrofit,1.0,2006,2006-09-30,5229.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5242.0,1,Wind Retrofit,1.0,2006,2006-09-30,5242.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5600.0,1,Wind Retrofit,1.0,2006,2006-09-30,5600.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5606.0,1,Wind Retrofit,1.0,2006,2006-09-30,5606.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5663.0,1,Wind Retrofit,1.0,2006,2006-09-30,5663.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5665.0,1,Wind Retrofit,1.0,2006,2006-09-30,5665.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5897.0,1,Wind Retrofit,1.0,2006,2006-09-30,5897.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5956.0,1,Wind Retrofit,1.0,2006,2006-09-30,5956.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6174.0,1,Wind Retrofit,1.0,2006,2006-09-30,6174.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6312.0,1,Wind Retrofit,1.0,2006,2006-09-30,6312.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6334.0,1,Wind Retrofit,1.0,2006,2006-09-30,6334.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6502.0,1,Wind Retrofit,1.0,2006,2006-09-30,6502.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6522.0,1,Wind Retrofit,1.0,2006,2006-09-30,6522.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),7017.0,1,Wind Retrofit,1.0,2006,2006-09-30,7017.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),7286.0,1,Wind Retrofit,1.0,2006,2006-09-30,7286.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),7307.0,1,Wind Retrofit,1.0,2006,2006-09-30,7307.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),7318.0,1,Wind Retrofit,1.0,2006,2006-09-30,7318.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),7451.0,1,Wind Retrofit,1.0,2006,2006-09-30,7451.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),8082.0,1,Wind Retrofit,1.0,2006,2006-09-30,8082.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),8444.0,1,Wind Retrofit,1.0,2006,2006-09-30,8444.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),9099.0,1,Wind Retrofit,1.0,2006,2006-09-30,9099.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),10110.0,1,Wind Retrofit,1.0,2006,2006-09-30,10110.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),10684.0,1,Wind Retrofit,1.0,2006,2006-09-30,10684.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),11222.0,1,Wind Retrofit,1.0,2006,2006-09-30,11222.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),2795.0,1,Wind Retrofit,1.0,2006,2006-09-30,2795.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),3748.0,1,Wind Retrofit,1.0,2006,2006-09-30,3748.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4048.0,1,Wind Retrofit,1.0,2006,2006-09-30,4048.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4162.0,1,Wind Retrofit,1.0,2006,2006-09-30,4162.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4313.0,1,Wind Retrofit,1.0,2006,2006-09-30,4313.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4461.0,1,Wind Retrofit,1.0,2006,2006-09-30,4461.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4486.0,1,Wind Retrofit,1.0,2006,2006-09-30,4486.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4540.0,1,Wind Retrofit,1.0,2006,2006-09-30,4540.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4913.0,1,Wind Retrofit,1.0,2006,2006-09-30,4913.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5285.0,1,Wind Retrofit,1.0,2006,2006-09-30,5285.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),7063.0,1,Wind Retrofit,1.0,2006,2006-09-30,7063.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),8807.0,1,Wind Retrofit,1.0,2006,2006-09-30,8807.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),2328.0,1,Wind Retrofit,1.0,2006,2006-09-30,2328.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),2620.0,1,Wind Retrofit,1.0,2006,2006-09-30,2620.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),2861.0,1,Wind Retrofit,1.0,2006,2006-09-30,2861.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),2993.0,1,Wind Retrofit,1.0,2006,2006-09-30,2993.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),3000.0,1,Wind Retrofit,1.0,2006,2006-09-30,3000.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),3006.0,1,Wind Retrofit,1.0,2006,2006-09-30,3006.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),3067.0,1,Wind Retrofit,1.0,2006,2006-09-30,3067.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),3108.0,1,Wind Retrofit,1.0,2006,2006-09-30,3108.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),3142.0,1,Wind Retrofit,1.0,2006,2006-09-30,3142.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),3246.0,1,Wind Retrofit,1.0,2006,2006-09-30,3246.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),3251.0,1,Wind Retrofit,1.0,2006,2006-09-30,3251.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),3448.0,1,Wind Retrofit,1.0,2006,2006-09-30,3448.0
